party,manifesto_year,promise_category,promise_text,status,confidence,source_manifesto,source_evidence_1,source_evidence_2,notes
AIADMK,2016,liquor,Phased prohibition and closure of TASMAC shops,Partially fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thehindu.com/news/national/tamil-nadu/aiadmk-2016-manifesto-check-a-mixed-bag/article34031736.ece,https://www.news18.com/news/politics/tamil-nadu-elections-a-status-check-of-aiadmks-2016-manifesto-3540776.html,500 shops closed and numbers reduced but prohibition not fully implemented.
AIADMK,2016,water,Protected agricultural zone / no methane shale gas projects in delta,Partially fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,Protected agricultural zone declared but TNM notes unresolved questions for ongoing projects.
AIADMK,2016,water,Increase Mullaiperiyar dam level to 152 feet,Not fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM explicitly marks this not fulfilled.
AIADMK,2016,water,Cauvery Water Management Board / authority implementation,Fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM marks fulfilled after Union notification of authority in 2018.
AIADMK,2016,water,Prevent Karnataka from constructing Mekedatu dam,Fulfilled,medium,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,Fulfilled in the limited sense used by TNM: no environmental clearance as of report date.
AIADMK,2016,infrastructure,Athikadavu-Avinashi project,Project launched,medium,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM uses 'project launched' rather than fulfilled.
AIADMK,2016,infrastructure,Elevated highway from Meenambakkam to Chengalpattu,Not fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM explicitly marks not fulfilled.
AIADMK,2016,infrastructure,Monorail in Chennai Madurai Trichy and Coimbatore,Partially fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM explicitly marks partially fulfilled.
AIADMK,2016,infrastructure,Stormwater drains in GCC limits,Project underway,medium,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM uses 'project underway' rather than fulfilled.
AIADMK,2016,transport,Metro extension to Airport and Washermanpet to Wimco Nagar,Fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM explicitly marks fulfilled.
DMK,2021,welfare,Rs 4000 Covid cash relief for ration card holders,Fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/promises-vs-reality-where-does-the-mk-stalin-government-stand-four-years-into-power/,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,Described as a first-wave fulfilled assurance after taking office.
DMK,2021,women,Increase reservation for women in government jobs from 30 percent to 40 percent,Fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,South First lists this as implemented under women welfare.
DMK,2021,women,Extend maternity leave for women employees from 9 months to 12 months,Fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Reported as implemented through legal provision.
DMK,2021,women,Set up working women hostels in all districts,Fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Reported as implemented by South First.
DMK,2021,employment,Reserve 100 percent of government and public sector jobs for Tamil Nadu youth,Not fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Identified as promise 495 and not materialised.
DMK,2021,education,Regularise part-time art music and physical education teachers,Not fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Identified as promise 181 and pending.
DMK,2021,pensions,Implement old pension scheme for transport workers,Not fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Reported as not implemented including non-extension of TAPS to transport workers.
DMK,2021,urban-development,Establish Semmozhi Poongas in all municipal corporations,Partially fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Only Coimbatore cited as delivered during the term.
DMK,2021,governance,Revive the Legislative Council,Not fulfilled,medium,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Listed among unfulfilled institutional reform commitments.
DMK,2021,sports,Provide monthly assistance to Jallikattu participants,Not fulfilled,low,https://drive.google.com/file/d/1q8lv_2JzW-5xdTo8gVplTsWQW1Hd4aOp/preview,https://thesouthfirst.com/tamilnadu/south-first-analysis-dmk-delivers-394-of-505-poll-promises-women-centric-schemes-lag/,,Mentioned in unfulfilled list but requires stronger secondary corroboration.
AIADMK,2016,water,Link Cauvery Vaigai Mahanadhi Godavari Krishna and Gundaru rivers,Project launched,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM marks this as project launched with foundation stone in 2021.
AIADMK,2016,water,Implement Pamba Achankovil Vaipaaru river linking project,Not fulfilled,high,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM marks this promise as not fulfilled.
AIADMK,2016,infrastructure,Convert Cuddalore harbour into a deep sea harbour,Permission for project granted,medium,https://drive.google.com/file/d/1G9y-R0WvnvhZb2EZ0grlPIcT8v9Pt6X_/preview,https://www.thenewsminute.com/tamil-nadu/tnm-status-check-aiadmk-s-2016-promises-water-and-infrastructure-145089,,TNM reports Union nod and CRZ clearance but not full commissioning.
